IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.7,,,,,,0.7,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.72,,,,,,0.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.76,,,,,,0.76,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.81,,,,,,0.81,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.84,,,,,,0.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.85,,,,,,0.85,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.86,,,,,,0.86,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.87,,,,,,0.87,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,30-49 years,YEARS30-49,,,,,,,0.87,,,,,,0.87,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.89,,,,,,0.89,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.89,,,,,,0.89,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.9,,,,,,0.9,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.93,,,,,,0.93,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.95,,,,,,0.95,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.98,,,,,,0.98,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,0.99,,,,,,0.99,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,0.99,,,,,,0.99,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.03,,,,,,1.03,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.05,,,,,,1.05,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.06,,,,,,1.06,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.07,,,,,,1.07,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.08,,,,,,1.08,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,TUR,Türkiye,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.08,,,,,,1.08,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.09,,,,,,1.09,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.11,,,,,,1.11,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.14,,,,,,1.14,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.16,,,,,,1.16,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ALB,Albania,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.17,,,,,,1.17,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.17,,,,,,1.17,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.2,,,,,,1.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.24,,,,,,1.24,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,1.26,,,,,,1.26,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.26,,,,,,1.26,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.28,,,,,,1.28,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Male,MLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.29,,,,,,1.29,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.32,,,,,,1.32,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.33,,,,,,1.33,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.33,,,,,,1.33,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.34,,,,,,1.34,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.35,,,,,,1.35,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.36,,,,,,1.36,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.37,,,,,,1.37,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.39,,,,,,1.39,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.4,,,,,,1.4,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.41,,,,,,1.41,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.42,,,,,,1.42,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PER,Peru,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.43,,,,,,1.43,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.44,,,,,,1.44,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.44,,,,,,1.44,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.44,,,,,,1.44,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.45,,,,,,1.45,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.46,,,,,,1.46,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,1.46,,,,,,1.46,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.49,,,,,,1.49,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.6,,,,,,1.6,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.62,,,,,,1.62,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.64,,,,,,1.64,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.64,,,,,,1.64,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.66,,,,,,1.66,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,1.66,,,,,,1.66,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ROU,Romania,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.66,,,,,,1.66,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.67,,,,,,1.67,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.67,,,,,,1.67,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.67,,,,,,1.67,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.69,,,,,,1.69,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.71,,,,,,1.71,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,COL,Colombia,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.71,,,,,,1.71,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.72,,,,,,1.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,1.72,,,,,,1.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,MLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.73,,,,,,1.73,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.73,,,,,,1.73,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVK,Slovakia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.77,,,,,,1.77,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.79,,,,,,1.79,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-29  years,YEARS15-29,,,,,,,1.81,,,,,,1.81,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.82,,,,,,1.82,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.84,,,,,,1.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.84,,,,,,1.84,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Female,FMLE,Age Group,30-49 years,YEARS30-49,,,,,,,1.86,,,,,,1.86,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.86,,,,,,1.86,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,FMLE,Age Group,15-29  years,YEARS15-29,,,,,,,1.86,,,,,,1.86,,,EN,2021-07-16T07:00:00.000Z
