IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,0,,,,,,0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0,,,,,,0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,0,,,,,,0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,0,,,,,,0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0,,,,,,0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,0,,,,,,0,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.46,,,,,,0.46,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.51,,,,,,0.51,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.57,,,,,,0.57,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.69,,,,,,0.69,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.69,,,,,,0.69,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.71,,,,,,0.71,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.72,,,,,,0.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GHA,Ghana,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.74,,,,,,0.74,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.74,,,,,,0.74,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.76,,,,,,0.76,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SRB,Serbia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.76,,,,,,0.76,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GAB,Gabon,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.85,,,,,,0.85,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.85,,,,,,0.85,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.86,,,,,,0.86,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ITA,Italy,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.9,,,,,,0.9,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,LCA,Saint Lucia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.93,,,,,,0.93,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,0.98,,,,,,0.98,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.01,,,,,,1.01,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,MYS,Malaysia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.06,,,,,,1.06,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.07,,,,,,1.07,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.08,,,,,,1.08,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,KEN,Kenya,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.08,,,,,,1.08,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.1,,,,,,1.1,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.12,,,,,,1.12,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,UGA,Uganda,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.12,,,,,,1.12,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.13,,,,,,1.13,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.14,,,,,,1.14,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.16,,,,,,1.16,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,AGO,Angola,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.19,,,,,,1.19,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COG,Congo,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.19,,,,,,1.19,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SSD,South Sudan,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.19,,,,,,1.19,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.2,,,,,,1.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,PRT,Portugal,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.2,,,,,,1.2,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.21,,,,,,1.21,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.22,,,,,,1.22,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.22,,,,,,1.22,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GMB,Gambia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.23,,,,,,1.23,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MWI,Malawi,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.24,,,,,,1.24,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.25,,,,,,1.25,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.27,,,,,,1.27,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.28,,,,,,1.28,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.31,,,,,,1.31,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISR,Israel,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.33,,,,,,1.33,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,IRL,Ireland,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.34,,,,,,1.34,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.34,,,,,,1.34,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,HRV,Croatia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.36,,,,,,1.36,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SEN,Senegal,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.37,,,,,,1.37,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.38,,,,,,1.38,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.39,,,,,,1.39,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.42,,,,,,1.42,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.43,,,,,,1.43,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ETH,Ethiopia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.44,,,,,,1.44,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,JAM,Jamaica,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.48,,,,,,1.48,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.48,,,,,,1.48,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.49,,,,,,1.49,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,LBR,Liberia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.5,,,,,,1.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.5,,,,,,1.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ESP,Spain,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.5,,,,,,1.5,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.51,,,,,,1.51,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,TCD,Chad,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.55,,,,,,1.55,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,ERI,Eritrea,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.56,,,,,,1.56,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.59,,,,,,1.59,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,FRA,France,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.63,,,,,,1.63,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.63,,,,,,1.63,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,SVK,Slovakia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.64,,,,,,1.64,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.66,,,,,,1.66,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.67,,,,,,1.67,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.67,,,,,,1.67,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,LVA,Latvia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.69,,,,,,1.69,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GRC,Greece,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.7,,,,,,1.7,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.7,,,,,,1.7,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.71,,,,,,1.71,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,DOM,Dominican Republic,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.71,,,,,,1.71,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MDG,Madagascar,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.71,,,,,,1.71,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,NER,Niger,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.72,,,,,,1.72,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.75,,,,,,1.75,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.75,,,,,,1.75,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.75,,,,,,1.75,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.78,,,,,,1.78,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.78,,,,,,1.78,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-19 years,YEARS15-19,,,,,,,1.78,,,,,,1.78,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,GEO,Georgia,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.79,,,,,,1.79,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.81,,,,,,1.81,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,HND,Honduras,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.81,,,,,,1.81,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,Sex,Male,MLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.83,,,,,,1.83,,,EN,2021-07-16T07:00:00.000Z
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,Sex,Female,FMLE,Age Group,15-19 years,YEARS15-19,,,,,,,1.84,,,,,,1.84,,,EN,2021-07-16T07:00:00.000Z
